Année	Série	Lieu	Session	Sujet
2013	ES	ANTILLES	NORMALE	La raison peut-elle comprendre le réel ?
2013	L	ANTILLES	NORMALE	Obéir à l'État, est-ce renoncer à sa liberté ?
2013	L	ANTILLES	NORMALE	Raisonne-t-on bien lorsqu'on veut avoir raison à tout prix ?
2013	S	ANTILLES	NORMALE	La raison nous permet-elle de dépasser nos conflits ?
2013	S	ANTILLES	NORMALE	La culture nous rend-elle plus libres ?
2013	TECHN.	ANTILLES	NORMALE	N'est-on juste que par intérêt ?
2013	TECHN.	ANTILLES	NORMALE	L'oeuvre d'art doit-elle d'abord plaire ?
2013	ES	ÉTRANGER GROUPE 1	NORMALE	Faire valoir ses droits, est-ce la même chose que défendre ses intérêts ?
2013	ES	ÉTRANGER GROUPE 1	NORMALE	L'art est-il un divertissement ?
2013	L	ÉTRANGER GROUPE 1	NORMALE	Le travail fait-il violence à notre humanité ?
2013	L	ÉTRANGER GROUPE 1	NORMALE	Y a-t-il des certitudes sans démonstration ?
2013	S	ÉTRANGER GROUPE 1	NORMALE	Faut-il préférer la vérité au bonheur ?
2013	S	ÉTRANGER GROUPE 1	NORMALE	La technique n'est-elle qu'une application de la science ?
2013	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Suffit-il d'appliquer le droit pour être juste ?
2013	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Pour atteindre la vérité, toutes les expériences se valent-elles ?
2013	ES	INDE	NORMALE	Faut-il ne désirer que ce qui est accessible ?
2013	ES	INDE	NORMALE	La liberté peut-elle être un fardeau ?
2013	S	INDE	NORMALE	Sommes-nous d'autant plus heureux que nous sommes plus libres ?
2013	S	INDE	NORMALE	La technique doit-elle permettre de dépasser les limites de l'humain ?
2013	TECHN.	INDE	NORMALE	Les échanges favorisent-ils la paix ?
2013	TECHN.	INDE	NORMALE	L'expérience instruit-elle ?
2013	ES	JAPON	NORMALE	L'interprétation consiste-t-elle à découvrir un sens ou à l'inventer ?
2013	ES	JAPON	NORMALE	Au nom de quoi peut-on s'opposer à l'État ?
2013	L	JAPON	NORMALE	L'inconscient me gouverne-t-il ?
2013	L	JAPON	NORMALE	La valeur de l'art réside-t-elle dans son inutilité ?
2013	S	JAPON	NORMALE	Peut-on être cultivé en ignorant tout des sciences et des techniques ?
2013	S	JAPON	NORMALE	Le désir est-il par nature immoral ?
2013	ES	LIBAN	NORMALE	Est-il raisonnable de vouloir maîtriser tous ses désirs ?
2013	ES	LIBAN	NORMALE	Le travail se justifie-t-il seulement par son utilité ?
2013	L	LIBAN	NORMALE	Y a-t-il des vérités définitives ?
2013	L	LIBAN	NORMALE	Est-on plus ou moins libre ?
2013	S	LIBAN	NORMALE	Peut-on échapper à sa culture ?
2013	S	LIBAN	NORMALE	Le sujet humain peut-il être étudié comme un objet ?
2013	ES	MÉTROPOLE	NORMALE	Que devons-nous à l'État ?
2013	ES	MÉTROPOLE	NORMALE	Interprète-t-on à défaut de connaître ?
2013	L	MÉTROPOLE	NORMALE	Le langage n'est-il qu'un outil ?
2013	L	MÉTROPOLE	NORMALE	La science se limite-t-elle à constater les faits ?
2013	S	MÉTROPOLE	NORMALE	Peut-on agir moralement sans s'intéresser à la politique ?
2013	S	MÉTROPOLE	NORMALE	Le travail permet-il de prendre conscience de soi ?
2013	TECHN.	MÉTROPOLE	NORMALE	Être libre, est-ce n'obéir à aucune loi ?
2013	TECHN.	MÉTROPOLE	NORMALE	La diversité des cultures sépare-t-elle les hommes ?
2013	ES	MÉTROPOLE	REMPLACEMENT	Peut-on ignorer son devoir ?
2013	ES	MÉTROPOLE	REMPLACEMENT	L'évidence se passe-t-elle de démonstration ?
2013	L	MÉTROPOLE	REMPLACEMENT	Réfléchir nous empêche-t-il d'être heureux ?
2013	L	MÉTROPOLE	REMPLACEMENT	L'esprit est-il plus fort que le corps ?
2013	S	MÉTROPOLE	REMPLACEMENT	Choisit-on d'être celui qu'on est ?
2013	S	MÉTROPOLE	REMPLACEMENT	L'État est-il un moindre mal ?
2013	TECHN.	MÉTROPOLE	REMPLACEMENT	Une oeuvre d'art nous apprend-elle quelque chose ?
2013	TECHN.	MÉTROPOLE	REMPLACEMENT	Être juste, est-ce vouloir l'égalité ?
2013	ES	NOUVELLE-CALÉDONIE	NORMALE	L'art est-il le reflet d'une société ?
2013	ES	NOUVELLE-CALÉDONIE	NORMALE	L'historien doit-il s'interdire toute interprétation ?
2013	L	NOUVELLE-CALÉDONIE	NORMALE	La vérité n'est-elle qu'une croyance reconnue de tous ?
2013	L	NOUVELLE-CALÉDONIE	NORMALE	Choisit-on son existence ?
2013	S	NOUVELLE-CALÉDONIE	NORMALE	Nos désirs font-ils obstacle à notre liberté ?
2013	S	NOUVELLE-CALÉDONIE	NORMALE	Le but de l'État est-il de rendre la société plus juste ?
2013	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Une société n'est-elle juste que si elle satisfait les besoins de tous ?
2013	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	La valeur d'une oeuvre d'art réside-t-elle dans le message qu'elle propose ?
2013	ES	POLYNÉSIE	NORMALE	Peut-on reprocher à un être humain d'être inconscient ?
2013	ES	POLYNÉSIE	NORMALE	Les mots ont-ils un pouvoir sur les choses ?
2013	L	POLYNÉSIE	NORMALE	Mon identité dépend-elle de ma culture ?
2013	L	POLYNÉSIE	NORMALE	La raison peut-elle tout expliquer ?
2013	S	POLYNÉSIE	NORMALE	L'art est-il l'expression d'une révolte ?
2013	S	POLYNÉSIE	NORMALE	L'art est-il l'expression d'une révolte ?
2013	S	POLYNÉSIE	NORMALE	À quoi reconnaît-on la vérité ?
2013	S	POLYNÉSIE	NORMALE	À quoi reconnaît-on la vérité ?
2013	TECHN.	POLYNÉSIE	NORMALE	L'art est-il utile ?
2013	TECHN.	POLYNÉSIE	NORMALE	Suffit-il d'avoir ce que l'on désire pour être heureux ?
2014	ES	AMÉRIQUE DU NORD	NORMALE	Pourquoi respecter l'autorité de l'État ?
2014	ES	AMÉRIQUE DU NORD	NORMALE	La technique peut-elle mettre en péril la morale ?
2014	L	AMÉRIQUE DU NORD	NORMALE	Y a-t-il des limites à la connaissance scientifique du vivant ?
2014	L	AMÉRIQUE DU NORD	NORMALE	Faut-il se désoler de vivre dans le temps ?
2014	S	AMÉRIQUE DU NORD	NORMALE	L'art n'est-il qu'un divertissement ?
2014	S	AMÉRIQUE DU NORD	NORMALE	L'idée d'une vérité provisoire est-elle contradictoire ?
2014	ES	AMÉRIQUE DU SUD	NORMALE	Tout peut-il avoir une valeur marchande ?
2014	ES	AMÉRIQUE DU SUD	NORMALE	Suffit-il d'être raisonnable pour être heureux ?
2014	L	AMÉRIQUE DU SUD	NORMALE	La fonction de la religion est-elle d'unir les hommes ?
2014	L	AMÉRIQUE DU SUD	NORMALE	Une oeuvre d'art est-elle un message ?
2014	S	AMÉRIQUE DU SUD	NORMALE	Les croyances religieuses sont-elles irrationnelles ?
2014	S	AMÉRIQUE DU SUD	NORMALE	Peut-on réduire le réel à la matière ?
2014	ES	ANTILLES	NORMALE	La liberté exclut-elle toute limite ?
2014	ES	ANTILLES	NORMALE	Une société sans religion est-elle possible ?
2014	L	ANTILLES	NORMALE	Suis-je la même personne en des temps différents ?
2014	L	ANTILLES	NORMALE	Peut-on dire d'une machine qu'elle travaille ?
2014	S	ANTILLES	NORMALE	Peut-il être juste de désobéir à la loi ?
2014	S	ANTILLES	NORMALE	Toute vérité s'impose-t-elle d'elle-même ?
2014	TECHN.	ANTILLES	NORMALE	L'expérience est-elle un savoir ?
2014	TECHN.	ANTILLES	NORMALE	Peut-on contraindre quelqu'un à être libre ?
2014	ES	ANTILLES	REMPLACEMENT	La conscience fait-elle de moi ce que je suis ?
2014	ES	ANTILLES	REMPLACEMENT	Y a-t-il une morale de l'histoire ?
2014	L	ANTILLES	REMPLACEMENT	La politique peut-elle être justifiée par la nécessité ?
2014	L	ANTILLES	REMPLACEMENT	La politique peut-elle être justifiée par la nécessité ?
2014	L	ANTILLES	REMPLACEMENT	Un homme se définit-il par sa culture ?
2014	L	ANTILLES	REMPLACEMENT	Un homme se définit-il par sa culture ?
2014	S	ANTILLES	REMPLACEMENT	Est-il possible de vivre sans désirs ?
2014	S	ANTILLES	REMPLACEMENT	Que devons-nous à la culture ?
2014	TECHN.	ANTILLES	REMPLACEMENT	Peut-on toujours savoir comment agir avec justice ?
2014	TECHN.	ANTILLES	REMPLACEMENT	Ce qui est techniquement possible est-il toujours souhaitable ?
2014	ES	ÉTRANGER GROUPE 1	NORMALE	Affirme-t-on sa liberté en refusant toute contrainte ?
2014	ES	ÉTRANGER GROUPE 1	NORMALE	La croyance est-elle un échec de la raison ?
2014	L	ÉTRANGER GROUPE 1	NORMALE	Se cultiver, est-ce renoncer à sa nature ?
2014	L	ÉTRANGER GROUPE 1	NORMALE	La vérité est-elle affaire de point de vue ?
2014	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Mettre en question les lois, est-ce contester leur autorité ?
2014	TECHN.	ÉTRANGER GROUPE 1	NORMALE	L'art nous fait-il oublier le réel ?
2014	TECHN.	ÉTRANGER GROUPE 1	NORMALE	L'efficacité est-elle l'unique critère en politique ?
2014	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Peut-on vraiment comprendre une autre culture que la sienne ?
2014	TMD	GROUPEMENTS I-IV	NORMALE	La diversité des cultures fait-elle obstacle à l'unité du genre humain ?
2014	TMD	GROUPEMENTS I-IV	NORMALE	Peut-on être indifférent à la vérité ?
2014	ES	INDE	NORMALE	La justice n'est-elle que pure convention ?
2014	ES	INDE	NORMALE	La solitude est-elle sans valeur ?
2014	L	INDE	NORMALE	Le désir nous éloigne-t-il d'autrui ?
2014	L	INDE	NORMALE	L'État est-il au-dessus des lois ?
2014	S	INDE	NORMALE	Une oeuvre d'art peut-elle être immorale ?
2014	S	INDE	NORMALE	Seul ce qui est démontré est-il prouvé ?
2014	TECHN.	INDE	NORMALE	Un objet technique peut-il être une oeuvre d'art ?
2014	TECHN.	INDE	NORMALE	Être libre, est-ce faire ce qui nous plaît ?
2014	ES	JAPON	NORMALE	Est-il rationnel de se méfier des faits ?
2014	ES	JAPON	NORMALE	Les différences culturelles nous éloignent-elles les uns des autres ?
2014	L	JAPON	NORMALE	Pourquoi l'homme crée-t-il des oeuvres d'art ?
2014	L	JAPON	NORMALE	Une expérience sans théorie nous apprend-elle quelque chose ?
2014	S	JAPON	NORMALE	Est-il difficile de découvrir la vérité ?
2014	S	JAPON	NORMALE	L'art peut-il être utile ?
2014	ES	LIBAN	NORMALE	L'histoire est-elle une science impossible ?
2014	ES	LIBAN	NORMALE	Peut-on vouloir la justice au mépris du droit ?
2014	L	LIBAN	NORMALE	Faut-il faire l'éloge du travail ?
2014	L	LIBAN	NORMALE	Peut-on se libérer du passé ?
2014	S	LIBAN	NORMALE	Peut-on enfreindre la loi au nom de la justice ?
2014	S	LIBAN	NORMALE	Est-ce seulement par la raison qu'on peut accéder à la vérité ?
2014	ES	MÉTROPOLE	NORMALE	Suffit-il d'avoir le choix pour être libre ?
2014	ES	MÉTROPOLE	NORMALE	Pourquoi chercher à se connaître soi-même ?
2014	L	MÉTROPOLE	NORMALE	Les oeuvres d'art éduquent-elles notre perception ?
2014	L	MÉTROPOLE	NORMALE	Doit-on tout faire pour être heureux ?
2014	S	MÉTROPOLE	NORMALE	L'artiste est-il maître de son oeuvre ?
2014	S	MÉTROPOLE	NORMALE	Vivons-nous pour être heureux ?
2014	TECHN.	MÉTROPOLE	NORMALE	Les échanges sont-ils toujours intéressés ?
2014	TECHN.	MÉTROPOLE	NORMALE	Une vérité peut-elle être définitive ?
2014	ES	MÉTROPOLE	REMPLACEMENT	Peut-on vouloir ce qu'on ne désire pas ?
2014	ES	MÉTROPOLE	REMPLACEMENT	La recherche de la vérité n'a-t-elle pour but que d'éliminer les erreurs ?
2014	L	MÉTROPOLE	REMPLACEMENT	Une oeuvre d'art doit-elle avoir une signification ?
2014	L	MÉTROPOLE	REMPLACEMENT	Y a-t-il une morale universelle ?
2014	S	MÉTROPOLE	REMPLACEMENT	Travailler est-il un devoir ?
2014	S	MÉTROPOLE	REMPLACEMENT	Peut-on renoncer à la vérité ?
2014	TECHN.	MÉTROPOLE	REMPLACEMENT	Mon bonheur ne dépend-il que de moi ?
2014	TECHN.	MÉTROPOLE	REMPLACEMENT	Ce qui ne peut s'échanger est-il dépourvu de valeur ?
2014	ES	NOUVELLE-CALÉDONIE	NORMALE	Le désir nous rend-il déraisonnable ?
2014	ES	NOUVELLE-CALÉDONIE	NORMALE	L'oeuvre d'art a-t-elle une histoire ?
2014	L	NOUVELLE-CALÉDONIE	NORMALE	La force est-elle au fondement de l'État ?
2014	L	NOUVELLE-CALÉDONIE	NORMALE	La technique nous éloigne-t-elle de la nature ?
2014	S	NOUVELLE-CALÉDONIE	NORMALE	L'inconscient pèse-t-il sur nous comme un destin ?
2014	S	NOUVELLE-CALÉDONIE	NORMALE	En quel sens peut-on parler d'un travail de l'artiste ?
2014	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Suis-je responsable de mon bonheur ?
2014	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Avons-nous d'autres droits que ceux que les lois nous accordent ?
2014	ES	POLYNÉSIE	NORMALE	La connaissance de l'histoire rend-elle les hommes meilleurs ?
2014	ES	POLYNÉSIE	NORMALE	Puis-je être heureux si les autres ne le sont pas ?
2014	L	POLYNÉSIE	NORMALE	Peut-on être indifférent à la vérité ?
2014	L	POLYNÉSIE	NORMALE	Suis-je le sujet de mes pensées ?
2014	S	POLYNÉSIE	NORMALE	Le droit doit-il se fonder sur une norme naturelle ?
2014	S	POLYNÉSIE	NORMALE	Les objets techniques font-ils partie de notre culture ?
2014	TECHN.	POLYNÉSIE	NORMALE	La culture augmente-t-elle notre liberté ?
2014	TECHN.	POLYNÉSIE	NORMALE	Est-ce en imitant qu'on devient artiste ?
2014	ES	POLYNÉSIE	REMPLACEMENT	Puis-je faire le bien en faisant mon bien ?
2014	ES	POLYNÉSIE	REMPLACEMENT	Le désir fait-il de nous des sujets ?
2014	L	POLYNÉSIE	REMPLACEMENT	Est-il toujours possible de trouver les mots justes ?
2014	L	POLYNÉSIE	REMPLACEMENT	Est-il toujours possible de trouver les mots justes ?
2014	L	POLYNÉSIE	REMPLACEMENT	Peut-on renoncer à être libre ?
2014	L	POLYNÉSIE	REMPLACEMENT	Peut-on renoncer à être libre ?
2014	S	POLYNÉSIE	REMPLACEMENT	La morale s'apprend-elle ?
2014	S	POLYNÉSIE	REMPLACEMENT	L'inconscient n'est-il qu'une conscience obscurcie ?
2014	TECHN.	POLYNÉSIE	REMPLACEMENT	Peut-on apprendre à être heureux ?
2014	TECHN.	POLYNÉSIE	REMPLACEMENT	Est-ce parce qu'ils sont ignorants que les hommes ont des croyances ?
2015	S	AFRIQUE	NORMALE	Le bonheur de l'humanité pourrait-il venir du progrès technique ?
2015	S	AFRIQUE	NORMALE	La vérité ne peut-elle être établie que par la démonstration ?
2015	ES	AMÉRIQUE DU NORD	NORMALE	Sommes-nous maîtres de nos désirs ?
2015	ES	AMÉRIQUE DU NORD	NORMALE	A quoi reconnaît-on qu'une théorie est scientifique ?
2015	L	AMÉRIQUE DU NORD	NORMALE	Une parole peut-elle être sans objet ?
2015	L	AMÉRIQUE DU NORD	NORMALE	Une parole peut-elle être sans objet ?
2015	L	AMÉRIQUE DU NORD	NORMALE	Tout désir est-il tyrannique ?
2015	L	AMÉRIQUE DU NORD	NORMALE	Tout désir est-il tyrannique ?
2015	S	AMÉRIQUE DU NORD	NORMALE	Le bonheur se trouve-t-il dans le repos
2015	S	AMÉRIQUE DU NORD	NORMALE	L'art instruit-il ?
2015	ES	AMÉRIQUE DU SUD	NORMALE	La démonstration suffit-elle à établir la vérité aux yeux de tous ?
2015	ES	AMÉRIQUE DU SUD	NORMALE	L'État doit-il mettre fin à tous les conflits ?
2015	L	AMÉRIQUE DU SUD	NORMALE	Puis-je ignorer ce que je désire ?
2015	L	AMÉRIQUE DU SUD	NORMALE	Si tous les hommes sont égaux, comment justifier l'obéissance ?
2015	S	AMÉRIQUE DU SUD	NORMALE	Faut-il craindre la puissance de nos désirs ?
2015	S	AMÉRIQUE DU SUD	NORMALE	Toute société a-t-elle besoin de lois ?
2015	TECHN.	ANTILLES	NORMALE	Peut-on se faire justice soi-même ?
2015	TECHN.	ANTILLES	NORMALE	Un homme se définit-il par sa culture ?
2015	ES	ANTILLES	REMPLACEMENT	Le désir est-il produit par la société?
2015	ES	ANTILLES	REMPLACEMENT	Toute interprétation est-elle subjective ?
2015	L	ANTILLES	REMPLACEMENT	La politique doit-elle être l'affaire des spécialistes ?
2015	L	ANTILLES	REMPLACEMENT	Peut-on être heureux sans le savoir ?
2015	S	ANTILLES	REMPLACEMENT	La vie en société favorise-elle la liberté?
2015	S	ANTILLES	REMPLACEMENT	L'art est-il éphémère ?
2015	TECHN.	ANTILLES	REMPLACEMENT	Doit-on se fier à l'expérience ?
2015	TECHN.	ANTILLES	REMPLACEMENT	Les hommes peuvent-ils se mettre d'accord sur le juste et l'injuste ?
2015	ES	ANTILLES GUYANE	NORMALE	L'art est-il nécessaire à l'homme
2015	ES	ANTILLES GUYANE	NORMALE	Puis-je renoncer à ma liberté?
2015	L	ANTILLES GUYANE	NORMALE	Science et religion s'opposent-elles ?
2015	L	ANTILLES GUYANE	NORMALE	Suffit-il d'avoir des droits pour être libre ?
2015	S	ANTILLES GUYANE	NORMALE	La connaissance scientifique élimine-t-elle toute croyance ?
2015	S	ANTILLES GUYANE	NORMALE	Faut-il renoncer à expliquer une œuvre d'art ?
2015	ES	ÉTRANGER GROUPE 1	NORMALE	peut-on vraiment comprendre autrui ?
2015	ES	ÉTRANGER GROUPE 1	NORMALE	La politique est-elle l'affaire des spécialistes ?
2015	L	ÉTRANGER GROUPE 1	NORMALE	L'interdit est-il ennemi du désir ?
2015	L	ÉTRANGER GROUPE 1	NORMALE	Les machines peuvent-elles penser ?
2015	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Peut-on toujours se fier à la raison ?
2015	TECHN.	ÉTRANGER GROUPE 1	NORMALE	A quoi reconnaît-on une œuvre d'art ?
2015	ES	INDE	NORMALE	La culture nous protège-t-elle contre la violence ?
2015	ES	INDE	NORMALE	N'y a-t-il de connaissance que scientifique ?
2015	S	INDE	NORMALE	Sommes-nous des citoyens du monde ?
2015	S	INDE	NORMALE	La connaissance peut-elle nuire au bonheur ?
2015	TECHN.	INDE	NORMALE	L'erreur nous éloigne-t-elle nécessairement de la vérité ?
2015	TECHN.	INDE	NORMALE	La maîtrise technique suffit-elle à définir l'artiste ?
2015	ES	JAPON	NORMALE	Travailler limite-il notre liberté?
2015	ES	JAPON	NORMALE	Les religions séparent-elles les hommes ?
2015	L	JAPON	NORMALE	La raison peut-elle nous décevoir ?
2015	L	JAPON	NORMALE	Dans une démocratie, la désobéissance à la loi peut-elle être légitime ?
2015	S	JAPON	NORMALE	Pouvons-nous ne pas croire en la raison ?
2015	S	JAPON	NORMALE	L'État se rend-il meilleur en gouvernant moins ?
2015	TECHN.	LA RÉUNION	REMPLACEMENT	La raison est-elle la source de toute vérité?
2015	TECHN.	LA RÉUNION	REMPLACEMENT	Faut-il craindre la liberté?
2015	TECHN.	LA RÉUNION	REMPLACEMENT	Une vie heureuse exclut-elle toute expérience du malheur ?
2015	TECHN.	LA RÉUNION	REMPLACEMENT	Les échanges contribuent-ils au bonheur ?
2015	ES	LIBAN	NORMALE	Autrui m'apprend-il quelque chose sur moi-même ?
2015	ES	LIBAN	NORMALE	L'individu doit-il se méfier de l'État ?
2015	L	LIBAN	NORMALE	Est-ce à l'État de faire régner la justice ?
2015	L	LIBAN	NORMALE	Le corps fait-il obstacle à la pensée ?
2015	S	LIBAN	NORMALE	L'art est-il une affaire de goût personnel ?
2015	S	LIBAN	NORMALE	éLa justice ne relève-t-elle que de l'État ?
2015	ES	MÉTROPOLE	NORMALE	La conscience de l’individu n’est-elle que le reflet de la société à laquelle il appartient ?
2015	ES	MÉTROPOLE	NORMALE	L’artiste donne-t-il quelque chose à comprendre ?
2015	L	MÉTROPOLE	NORMALE	Respecter tout être vivant, est-ce un devoir moral ?
2015	L	MÉTROPOLE	NORMALE	Suis-je ce que mon passé a fait de moi ?
2015	S	MÉTROPOLE	NORMALE	Une oeuvre d'art a-t-elle toujours un sens ?
2015	S	MÉTROPOLE	NORMALE	La politique échappe-t-elle à l'exigence de vérité ?
2015	TECHN.	MÉTROPOLE	NORMALE	La culture fait-elle l’homme ?
2015	TECHN.	MÉTROPOLE	NORMALE	Peut-on être heureux sans être libre ?
2015	TMD	MÉTROPOLE	NORMALE	Ne désirons-nous que ce qui nous manque ?
2015	TMD	MÉTROPOLE	NORMALE	Peut-on résister à la vérité?
2015	ES	MÉTROPOLE	REMPLACEMENT	Les échanges sont-ils au fondement de la vie sociale ?
2015	ES	MÉTROPOLE	REMPLACEMENT	De quoi parle-t-on quand on dit “je”?
2015	L	MÉTROPOLE	REMPLACEMENT	L'homme peut-il échapper au temps ?
2015	L	MÉTROPOLE	REMPLACEMENT	Peut-on douter de ce qui a été démontré
2015	S	MÉTROPOLE	REMPLACEMENT	La compétence technique peut-elle fonder l'autorité politique ?
2015	S	MÉTROPOLE	REMPLACEMENT	Un artiste doit-il être original ?
2015	TECHN.	MÉTROPOLE	REMPLACEMENT	D'où les lois tirent-elles leur force ?
2015	TECHN.	MÉTROPOLE	REMPLACEMENT	Le progrès technique est-il une assurance de bonheur ?
2015	TMD	MÉTROPOLE	REMPLACEMENT	Une oeuvre d'art eut-elle ne pas être belle ?
2015	TMD	MÉTROPOLE	REMPLACEMENT	La raison doit-elle se soumettre au réel ?
2015	ES	NOUVELLE-CALÉDONIE	NORMALE	Une vérité démontrée est-elle indiscutable ?
2015	ES	NOUVELLE-CALÉDONIE	NORMALE	L'échange a-t-il une valeur en lui-même ?
2015	L	NOUVELLE-CALÉDONIE	NORMALE	L'art contribue-t-il à donner du sens à l'existence ?
2015	L	NOUVELLE-CALÉDONIE	NORMALE	Suffit-il de se sentir libre pour l'être ?
2015	S	NOUVELLE-CALÉDONIE	NORMALE	Pour connaître objectivement, faut-il supprimer toute subjectivité?
2015	S	NOUVELLE-CALÉDONIE	NORMALE	La culture répond-elle à un besoin ?
2015	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Faut-il rejeter toute croyance ?
2015	TECHN.	NOUVELLE-CALÉDONIE	NORMALE	Les échanges rapprochent-ils les hommes ?
2015	ES	POLYNÉSIE	NORMALE	La recherche de la vérité s'oppose-t-elle à toute croyance ?
2015	ES	POLYNÉSIE	NORMALE	Peut-on dire plus qu'on ne pense ?
2015	L	POLYNÉSIE	NORMALE	Qui écrit l'histoire ?
2015	L	POLYNÉSIE	NORMALE	Être raisonnable, est-ce faire taire ses désirs ?
2015	S	POLYNÉSIE	NORMALE	Tout travail est-il pénible ?
2015	S	POLYNÉSIE	NORMALE	Faut-il chercher à démontrer ses opinions ?
2015	TECHN.	POLYNÉSIE	NORMALE	Les leçons de l'expérience suffisent-elles à nous rendre savants ?
2015	TECHN.	POLYNÉSIE	NORMALE	L'art peut-il se passer de règles ?
2015	ES	POLYNÉSIE	REMPLACEMENT	Ce qui ne s'échange pas est-il sans valeur ?
2015	ES	POLYNÉSIE	REMPLACEMENT	Peut-on se contenter d'une liberté intérieure ?
2015	L	POLYNÉSIE	REMPLACEMENT	À quoi sert-il d'être moral ?
2015	L	POLYNÉSIE	REMPLACEMENT	Quelle forme de vérité une démonstration garantit-elle ?
2015	S	POLYNÉSIE	REMPLACEMENT	Être conscient, est-ce savoir ?
2015	S	POLYNÉSIE	REMPLACEMENT	Que perd-on en se désintéressant des oeuvres d'art ?
2015	TECHN.	POLYNÉSIE	REMPLACEMENT	Est-on libre de croire ou de ne pas croire ?
2015	TECHN.	POLYNÉSIE	REMPLACEMENT	Peut-on échanger autre chose que des biens ?
2016	ES	AMÉRIQUE DU NORD	NORMALE	L'artiste peut-il être indifférent au beau ?
2016	ES	AMÉRIQUE DU NORD	NORMALE	Les hommes vivent-ils en société par intérêt ?
2016	L	AMÉRIQUE DU NORD	NORMALE	Une vérité scientifique peut-elle être approximative ?
2016	L	AMÉRIQUE DU NORD	NORMALE	Peut-on être soi-même devant ls autres ?
2016	S	AMÉRIQUE DU NORD	NORMALE	Travailler, est-ce seulement mettre en oeuvre des techniques ?
2016	S	AMÉRIQUE DU NORD	NORMALE	Travailler, est-ce seulement mettre en oeuvre des techniques ?
2016	S	AMÉRIQUE DU NORD	NORMALE	Peut-on ne pas admettre la vérité?
2016	S	AMÉRIQUE DU NORD	NORMALE	Peut-on ne pas admettre la vérité?
2016	ES	AMÉRIQUE DU SUD	NORMALE	Puis-je être moi-même sans le regard d'autrui ?
2016	ES	AMÉRIQUE DU SUD	NORMALE	La recherche du bonheur est-elle un objectif égoïste ?
2016	L	AMÉRIQUE DU SUD	NORMALE	Faut-il se divertir pour être heureux ?
2016	L	AMÉRIQUE DU SUD	NORMALE	Quelle confiance accorder à nos perceptions ?
2016	S	AMÉRIQUE DU SUD	NORMALE	Doit-on se méfier des objets techniques ?
2016	S	AMÉRIQUE DU SUD	NORMALE	Le sujet se définit-il par sa conscience ?
2016	ES	ANTILLES	NORMALE	L'histoire peut-elle éclairer l'avenir ?
2016	ES	ANTILLES	NORMALE	être libre, est-ce ne rencontrer aucun obstacle ?
2016	L	ANTILLES	NORMALE	Le réel se réduit-il à ce que l'on en perçoit ?
2016	L	ANTILLES	NORMALE	La politique est-elle l'affaire de tous ?
2016	S	ANTILLES	NORMALE	Le désir nous éloigne-t-il du vrai ?
2016	S	ANTILLES	NORMALE	La technique ne nous sert-elle qu'à nous rendre maîtres de la nature ?
2016	TECHN.	ANTILLES	NORMALE	Pouvons-nous nous passer de l'art ?
2016	TECHN.	ANTILLES	NORMALE	Toutes les croyances se valent-elles ?
2016	ES	ANTILLES	REMPLACEMENT	La technique nous libère-t-elle toujours ?
2016	ES	ANTILLES	REMPLACEMENT	Une interprétation peut-elle être objective ?
2016	L	ANTILLES	REMPLACEMENT	Le temps est-il destructeur ?
2016	L	ANTILLES	REMPLACEMENT	Faire usage du langage, est-ce renoncer à la violence ?
2016	S	ANTILLES	REMPLACEMENT	L'art ne fait-il qu'imiter le réel ?
2016	S	ANTILLES	REMPLACEMENT	Les progrès de la connaissance nous rapprochent-ils d'une vérité définitive ?
2016	ES	ÉTRANGER GROUPE 1	NORMALE	L'hypothèse de l'inconscient a-t-elle une valeur scientifique ?
2016	ES	ÉTRANGER GROUPE 1	NORMALE	Le travail éduque-t-il ?
2016	L	ÉTRANGER GROUPE 1	NORMALE	Faut-il toujours chercher à gagner du temps ?
2016	L	ÉTRANGER GROUPE 1	NORMALE	Être libre, est-ce ne ressentir aucune contrainte ?
2016	S	ÉTRANGER GROUPE 1	NORMALE	Peut-on comprendre une oeuvre d'art sans l'aimer ?
2016	S	ÉTRANGER GROUPE 1	NORMALE	Peut-on comprendre une oeuvre d'art sans l'aimer ?
2016	S	ÉTRANGER GROUPE 1	NORMALE	Ce qui est vrai est-il toujours vérifiable ?
2016	S	ÉTRANGER GROUPE 1	NORMALE	Ce qui est vrai est-il toujours vérifiable ?
2016	TECHN.	ÉTRANGER GROUPE 1	NORMALE	Les techniques aident-elles à améliorer l'homme ?
2016	TECHN.	ÉTRANGER GROUPE 1	NORMALE	L'expérience est-elle toujours un bon guide ?
2016	ES	INDE	NORMALE	Y a-t-il des vérités indiscutables ?
2016	ES	INDE	NORMALE	Le bonheur est-il le but de l'existence ?
2016	L	INDE	NORMALE	Faut-il des connaissances pour apprécier une oeuvre d'art ?
