annee,serie,lieu,session,auteur
2015,TECHN.,INDE,NORMALE,"L'homme qui n'est soumis à aucune entrave est libre, lui qui a toutes choses sous la main, à son gré. Mais celui que l'on peut entraver ou contraindre, à qui l'on peut faire obstacle, celui que l'on peut, malgré lui, jeter dans quelque difficulté, celui-là est esclave. Et quel est l'homme qui est affranchi de toute entrave ? Celui qui ne désire rien de ce qui lui est étranger. Et quelles choses nous sont étrangères ? Celles qu'il ne dépend de nous ni d'avoir, ni de n'avoir pas, ni d'avoir avec telles ou telles qualités, ou en telles conditions. Donc le corps nous est étranger, ses membres nous sont étrangers, la fortune (1) nous est étrangère. Si, par conséquent, tu t'attaches à quelqu'une de ces choses comme à un objet personnel, tu recevras le châtiment que mérite celui qui désire ce qui lui est étranger. Telle est la route qui conduit à la liberté ; la seule qui délivre de l'esclavage.


ÉPICTÈTE
Entretiens (vers 130 après J .C.)

(1) Désigne le destin et ses effets sur nous.


QUESTIONS :

1° Dégagez la thèse du texte et montrez comment elle est établie.

2°
a) Expliquer ce que signifie, dans ce texte, le terme ""esclave"" ;
b) Pourquoi celui qui ne désire rien de ce qui lui est étranger est-il ""affranchi de toute entrave"" ?
c) Qu'est-ce qui justifie la proposition : ""le corps nous est étranger, ses membres nous sont étrangers, la fortune nous est étrangère"" ?

3° Être libre, est-ce ne désirer que ce qui dépend de nous ?"
2015,ES,JAPON,NORMALE,"Le résultat des tests (1) est la sélection des hypothèses qui ont résisté aux épreuves, au moyen de l'élimination de celles qui ne l'ont pas fait, et qui ont en conséquence été rejetées. Il est important de se rendre compte des conséquences de cette conception. Ce sont celles-ci : tous les tests peuvent être interprétés comme des tentatives d'élimination des théories fausses – des essais pour découvrir les points faibles d'une théorie, afin de la rejeter si elle est falsifiée. On estime parfois que cette conception est paradoxale ; notre but, dit-on, est d'établir des théories, non pas d'éliminer celles qui sont fausses. Mais précisément parce que notre but est d'établir des théories du mieux que nous le pouvons, nous devons les tester aussi sévèrement que nous le pouvons ; c'est-à-dire que nous devons essayer de les mettre en défaut, de les réfuter. Ce n'est que si nous ne pouvons pas les réfuter, en dépit des plus grands efforts, que nous pouvons dire qu'elles ont résisté aux tests les plus sévères. C'est la raison pour laquelle la découverte d'exemples qui confirment une théorie a très peu de signification, si nous n'avons pas essayé, sans succès, de découvrir des réfutations. Car si nous ne prenons pas une attitude critique, nous trouverons toujours ce que nous désirons : nous rechercherons, et nous trouverons, des confirmations ; nous éviterons, et nous ne verrons pas, tout ce qui pourrait être dangereux pour nos théories favorites. De cette façon, il n'est que trop aisé d'obtenir ce qui semble une preuve irrésistible en faveur d'une théorie qui, si on l'avait approchée d'une façon critique, aurait été réfutée. Afin de faire fonctionner la méthode de sélection par élimination, et de garantir que seules les théories les plus convenables survivent, leur lutte pour la vie doit être rendue sévère.

POPPER
Misère de l'historicisme, 1945.

1 Tests : expérimentations scientifiques."
2015,L,JAPON,NORMALE,"Le domaine de l’art n’est pas le réel. Alors même que les êtres que nous représente l’artiste sont directement empruntés à la réalité, ce n’est pas leur réalité qui fait leur beauté. Peu nous importe que ce paysage ait existé ici ou là, qu’un personnage dramatique ait vécu dans l’histoire. Ce n’est pas parce qu’il est historique que nous l’admirons au théâtre, c’est parce qu’il est beau : et notre émotion ne serait en rien diminuée, s’il était tout entier le produit d’une fiction poétique. Même, on a pu dire justement que, quand l’illusion est trop complète et nous fait prendre pour réelle la scène que figure l’artiste, le plaisir du beau s’évanouit. Assurément, si les hommes ou les choses, qui sont ainsi mis sous nos yeux, étaient d’une invraisemblance notoire, l’esprit ne pourrait pas s’y intéresser ; par suite, l’émotion esthétique ne pourrait pas naître. Mais, tout ce qu’il faut, c’est que leur irréalité ne soit pas trop criante ; c’est qu’ils ne nous apparaissent pas comme trop manifestement impossibles. Et, encore, ne saurait-on dire à partir de quel moment, de quel point précis l’invraisemblable devient trop évident et trop choquant pour ne pouvoir être toléré. Que de fois le poète nous fait accepter des thèmes scientifiquement absurdes, et que nous savons tels ! Nous nous faisons volontiers complices d’erreurs dont nous avons conscience, pour ne pas gâter notre plaisir. En définitive, il n’y a pas, pour l’artiste, de lois de la nature ni de lois de l’histoire, qui doivent être, toujours et en toutes circonstances, nécessairement respectées. Ce qui explique ce caractère de l’œuvre d’art, c’est que les états intérieurs qu’elle traduit et qu’elle communique ne sont ni des sensations, ni des conceptions, mais des images. L’impression artistique vient de la façon dont l’artiste affecte, non pas nos sens, non pas notre entendement, mais notre imagination.


DURKHEIM
L’Education morale, 1925"
2015,S,JAPON,NORMALE,"Le bien et le mal se mêlent et se confondent universellement ; de même le bonheur et le malheur, la sagesse et la folie, la vertu et le vice. Rien n’est pur ni tout d’une pièce. Tous les avantages s’accompagnent d’inconvénients. Une compensation universelle s’impose dans toutes les conditions d’être et d’existence. Et nos vœux les plus chimériques ne peuvent se former l’idée d’un état ou d’une situation parfaitement désirable. Le breuvage de la vie, selon l’image du poète, est toujours un mélange tiré des urnes que Jupiter tient en ses deux mains ; ou, si une coupe parfaitement pure nous est présentée, poursuit le poète, elle ne nous vient que de l’urne placée dans la main gauche.

Plus un bien est délicat, chose que nous avons peu souvent l’occasion de goûter, plus aigu est le mal qui l’accompagne. L’esprit le plus pétillant confine à la folie ; les plus hautes effusions de joie engendrent la mélancolie la plus profonde ; aux plaisirs les plus enivrants se joignent les lassitudes et les dégoûts les plus cruels ; les espoirs les plus flatteurs ouvrent la voie aux déceptions les plus vives. Et en règle générale, nulle existence n’offre autant de sécurité – car il ne faut pas rêver au bonheur – que l’existence tempérée et modérée qui s’en tient, autant que possible, à la médiocrité1 et à une sorte d’insensibilité en toutes choses.

David
HUME
L’Histoire naturelle de la religion (1757)

1 ""médiocrité"" signifie ici moyenne et non bassesse."
2015,TECHN.,LA RÉUNION,REMPLACEMENT,"La liberté individuelle n’est pas un bien de la culture. C’est avant toute culture qu’elle était la plus grande ; mais alors elle était le plus souvent sans valeur, parce que l’individu n’était guère en mesure de la défendre. Le développement culturel lui fait subir des restrictions, et la justice exige que ces restrictions ne soient épargnées à personne. Ce qui s’agite dans une communauté humaine sous la forme d’un instinct de liberté peut être un soulèvement contre une injustice existante, et ainsi devenir favorable à un nouveau développement de la culture, en restant compatible avec la culture. Cela peut naître aussi de ce reste de la personnalité originelle indomptée par la culture, et devenir un fondement de l’hostilité à la culture. L’instinct de liberté se dirige alors contre certaines formes et exigences de la culture, ou contre la culture en général.


FREUD
Malaise dans la culture (1929)

1. Donner l’idée principale du texte et ses différents moments. 2. a) Expliquer ce qu’est « le développement culturel ».

b) Expliquer comment « l’instinct de liberté » se dirige contre la culture. 3. La culture s’oppose-t-elle à la liberté ?"
2015,TECHN.,LA RÉUNION,REMPLACEMENT,"Je ne sais pas seulement que la terre existait longtemps avant ma naissance, mais aussi qu'elle est un corps volumineux – on l'a établi – et que les autres hommes ainsi que moi avons beaucoup d'ancêtres, qu'il y a des livres traitant de tout cela, que ces livres ne mentent pas, etc. Et tout cela, le sais-je ? Je le crois. Ce corps de savoir m'a été transmis et je n'ai aucune raison d'en douter, bien au contraire j'ai toutes sortes de confirmations.

Et pourquoi ne devrais-je pas dire que je sais tout cela ? N'est-ce pas justement ce qu'on dit ? Mais ce n'est pas seulement moi qui sais ou crois tout cela, mais aussi les autres. Ou plutôt je crois qu'ils le croient.
Je suis fermement convaincu que les autres croient qu’il en est bien ainsi de tout cela, qu’ils croient le savoir.

Ludwig
WITTGENSTEIN
De la certitude (1951).
1. Dégagez la thèse du texte et montrez comment elle est établie.
2. Expliquez les expressions suivantes :
a)« on l’a établi » ;
b) « j’ai toutes sortes de confirmations » ;
c) « ce n’est pas seulement moi qui sais ou crois tout cela, mais aussi les autres ».
3. Lesavoirest-il autre chose qu’une croyance partagée?"
2015,ES,LIBAN,NORMALE,"Tant que l’on n’a pas bien compris la liaison de toutes choses et l’enchaînement des causes et des effets, on est accablé par l’avenir. Un rêve ou la parole d’un sorcier tuent nos espérances le présage est dans toutes les avenues. Idée théologique. Chacun connaît la fable de ce poète à qui il avait été prédit qu’il mourrait de la chute d’une maison; il se mit à la belle étoile; mais les dieux n’en voulurent point démordre, et un aigle laissa tomber une tortue sur sa tête chauve, la prenant pour une pierre. On conte aussi l’histoire d’un fils de roi qui, selon l’oracle, devait périr par un lion ; on le garda au logis avec les femmes ; mais il se fâcha contre une tapisserie qui représentait un lion, s’écorcha le poing sur un mauvais clou, et mourut de gangrène.
L’idée qui sort de ces contes, c’est la prédestination, que des théologiens mirent plus tard en doctrine ; et cela s’exprime ainsi: la destinée de chacun est fixée quoi qu’il fasse. Ce qui n’est point scientifique du tout ; car ce fatalisme revient à dire : «Quelles que soient les causes, le même effet en résultera.» Or, nous savons que si la cause est autre, l’effet sera autre. Et nous détruisons ce fantôme d’un avenir inévitable par le raisonnement suivant ; supposons que je connaisse que je serai écrasé par tel mur tel jour à telle heure ; cette connaissance fera justement manquer la prédiction. C’est ainsi que nous vivons ; à chaque instant nous échappons à un malheur parce que nous le prévoyons ; ainsi ce que nous prévoyons, et très raisonnablement, n’arrive pas. Cette automobile m’écrasera si je reste au milieu de la route; mais je n’y reste pas.


ALAIN
Propos du 28 août 1911."
2015,L,LIBAN,NORMALE,"Je ne saurais exprimer un jugement avec des mots, si, dès l’instant que je vais prononcer la première syllabe, je ne voyais pas déjà toutes les idées dont mon jugement est formé. Si elles ne s’offraient pas toutes à la fois, je ne saurais par où commencer, puisque je ne saurais pas ce que je voudrais dire. Il en est de même lorsque je raisonne ; je ne commencerais point, ou je ne finirais point un raisonnement, si la suite des jugements qui le composent, n’était pas en même temps présente à mon esprit. Ce n’est donc pas en parlant que je juge et que je raisonne. J’ai déjà jugé et raisonné, et ces opérations de l’esprit précèdent nécessairement le discours. En effet nous apprenons à parler, parce que nous apprenons à exprimer par des signes les idées que nous avons, et les rapports que nous apercevons entre elles. Un enfant n’apprendrait donc pas à parler, s’il n’avait pas déjà des idées, et s’il ne saisissait pas déjà des rapports. Il juge donc et il raisonne avant de savoir un mot d’aucune langue. Sa conduite en est la preuve, puisqu’il agit en conséquence des jugements qu’il porte. Mais parce que sa pensée est l’opération d’un instant, qu’elle est sans succession, et qu’il n’a point de moyen pour la décomposer, il pense, sans savoir ce qu’il fait en pensant ; et penser n’est pas encore un art pour lui. Si une pensée est sans succession dans l’esprit, elle a une succession dans le discours, où elle se décompose en autant de parties qu’elle renferme d’idées. Alors nous pouvons observer ce que nous faisons en pensant, nous pouvons nous en rendre compte ; nous pouvons par conséquent, apprendre à conduire notre réflexion. Penser devient donc un art, et cet art est l’art de parler.

CONDILLAC
Cours d’études pour l’instruction du Prince de Parme (1798)"
2015,S,LIBAN,NORMALE,"Au spectacle d’une cascade, nous pensons voir caprice et arbitraire dans les innombrables courbures, ondulations et brisements de ses vagues ; mais tout y est nécessaire, le moindre remous mathématiquement calculable. Il en est de même pour les actions humaines ; on devrait, si l’on était omniscient, pouvoir calculer d’avance un acte après l’autre, aussi bien que chaque progrès de la connaissance, chaque erreur, chaque méchanceté. Le sujet qui agit est quant à lui, sans doute, pris dans l’illusion de son libre arbitre ; mais si la roue du monde venait à s’arrêter un instant et qu’il y eût une intelligence omnisciente, calculatrice, pour mettre à profit de telles pauses, elle pourrait, à partir de là, prédire l’avenir de chacun des êtres jusqu’aux temps les plus éloignés et marquer toutes les traces dans lesquelles cette roue passera encore. L’illusion de l’acteur sur lui-même, le postulat de son libre arbitre, font partie intégrante de ce mécanisme à calculer.


NIETZSCHE
Humain trop humain (1878)"
2015,ES,MÉTROPOLE,NORMALE,"Dans un État démocratique, des ordres absurdes ne sont guère à craindre, car il est presque impossible que la majorité d’une grande assemblée se mette d’accord sur une seule et même absurdité. Cela est peu à craindre, également, à raison du fondement et de la fin de la démocratie, qui n’est autre que de soustraire les hommes à la domination absurde de l’appétit1 et à les maintenir, autant qu’il est possible, dans les limites de la raison, pour qu’ils vivent dans la concorde et dans la paix. Ôté ce fondement, tout l’édifice s’écroule aisément. Au seul souverain, donc, il appartient d’y pourvoir; aux sujets, il appartient d’exécuter ses commandements et de ne reconnaître comme droit que ce que le souverain déclare être le droit.
Peut-être pensera-t-on que, par ce principe, nous faisons des sujets des esclaves ; on pense en effet que l’esclave est celui qui agit par commandement et l’homme libre celui qui agit selon son caprice. Cela cependant n’est pas absolument vrai ; car en réalité, celui qui est captif de son plaisir, incapable de voir et de faire ce qui lui est utile, est le plus grand des esclaves, et seul est libre celui qui vit, de toute son âme, sous la seule conduite de la raison.

SPINOZA
Traité théologico-politique (1670)"
2015,L,MÉTROPOLE,NORMALE,"Les croyances dogmatiques sont plus ou moins nombreuses, suivant les temps. Elles naissent de différentes manières et peuvent changer de forme et d’objet ; mais on ne saurait faire qu’il n’y ait pas de croyances dogmatiques, c’est-à-dire d’opinions que les hommes reçoivent de confiance et sans les discuter. Si chacun entreprenait lui-même de former toutes ses opinions et de poursuivre isolément la vérité dans des chemins frayés par lui seul, il n’est pas probable qu’un grand nombre d’hommes dût jamais se réunir dans aucune croyance commune.
Or, il est facile de voir qu’il n’y a pas de société qui puisse prospérer sans croyances semblables, ou plutôt il n’y en a point qui subsistent ainsi ; car, sans idées communes, il n’y a pas d’action commune, et, sans action commune, il existe encore des hommes, mais non un corps social. Pour qu’il y ait société, et, à plus forte raison, pour que cette société prospère, il faut donc que tous les esprits des citoyens soient toujours rassemblés et tenus ensemble par quelques idées principales ; et cela ne saurait être, à moins que chacun d’eux ne vienne quelquefois puiser ses opinions à une même source et ne consente à recevoir un certain nombre de croyances toutes faites.
Si je considère maintenant l’homme à part, je trouve que les croyances dogmatiques ne lui sont pas moins indispensables pour vivre seul que pour agir en commun avec ses semblables.

TOCQUEVILLE
De la démocratie en Amérique, 1840."
2015,S,MÉTROPOLE,NORMALE,"Comment peut-on prévoir un événement dépourvu de toute cause ou de tout indice qui explique qu'il se produira ? Les éclipses du soleil et de la lune sont annoncées avec beaucoup d'années d'anticipation par ceux qui étudient à l'aide de calculs les mouvements des astres. De fait, ils annoncent ce que la loi naturelle réalisera. Du mouvement invariable de la lune, ils déduisent à quel moment la lune, à l'opposé du soleil, entre dans l'ombre de la terre, qui est un cône de ténèbres, de telle sorte qu'elle s'obscurcit nécessairement. Ils savent aussi quand la même lune en passant sous le soleil et en s'intercalant entre lui et la terre, cache la lumière du soleil à nos yeux, et dans quel signe chaque planète se trouvera à tout moment, quels seront le lever ou le coucher journaliers des différentes constellations. Tu vois quels sont les raisonnements effectués par ceux qui prédisent ces événements.
Ceux qui prédisent la découverte d'un trésor ou l'arrivée d'un héritage, sur quel indice se fondent-ils ? Ou bien, dans quelle loi naturelle se trouve-t-il que cela arrivera ? Et si ces faits et ceux du même genre sont soumis à pareille nécessité, quel est l'événement dont il faudra admettre qu'il arrive par accident ou par pur hasard ? En effet, rien n'est à ce point contraire à la régularité rationnelle que le hasard, au point que même un dieu ne possède pas à mes yeux le privilège de savoir ce qui se produira par hasard ou par accident. Car s'il le sait, l'événement arrivera certainement ; mais s'il se produit certainement, il n'y a plus de hasard ; or le hasard existe : par conséquent, il n'y a pas de prévision d'événements fortuits.

CICÉRON
De la divination, 1er siècle avant J.-C."
2015,TECHN.,MÉTROPOLE,NORMALE,"La règle par où nous nous conduisons communément en nos raisonnements, est que les objets dont nous n’avons pas l’expérience ressemblent à ceux dont nous l’avons ; que ce que nous avons vu être le plus ordinaire est toujours le plus probable ; et que, lorsqu’il y a opposition des arguments, nous devons donner la préférence à ceux qui se fondent sur le plus grand nombre d’observations passées. Mais quoique, en procédant selon cette règle, nous rejetions promptement tout fait insolite et incroyable à un degré ordinaire, pourtant, en avançant davantage, l’esprit n’observe pas toujours la même règle : lorsque quelque chose est affirmé de suprêmement absurde et miraculeux, il admet d’autant plus promptement un tel fait, en raison de la circonstance même qui devrait en détruire l’autorité. La passion de surprise et d’émerveillement qui produit des miracles, étant une agréable émotion, produit une tendance sensible à croire aux événements d’où elle dérive

HUME
Enquête sur l’entendement humain (1748)
1. Donner la thèse du texte et les étapes de son argumentation.
2. a) Expliquer : « nous devons donner la préférence à ceux qui se fondent sur le
plus grand nombre d’observations passées ».
b) Expliquer : « il admet d’autant plus promptement un tel fait, en raison de la circonstance même qui devrait en détruire l’autorité ».
3. La force d’une croyance se fonde-t-elle nécessairement sur l’expérience ?"
2015,TMD,MÉTROPOLE,NORMALE,"On accuse d’abord [le machinisme] de réduire l’ouvrier à l’état de machine, ensuite d’aboutir à une uniformité de production qui choque le sens artistique. Mais si la machine procure à l’ouvrier un plus grand nombre d’heures de repos, et si l’ouvrier emploie ce supplément de loisir à autre chose qu’aux prétendus amusements qu’un industrialisme mal dirigé a mis à la portée de tous, il donnera à son intelligence le développement qu’il aura choisi, au lieu de s’en tenir à celui que lui imposerait, dans des limites toujours restreintes, le retour (d’ailleurs impossible) à l’outil, après suppression de la machine. Pour ce qui est de l’uniformité de produit, l’inconvénient en serait négligeable si l’économie de temps et de travail, réalisée ainsi par l’ensemble de la nation, permettait de pousser plus loin la culture intellectuelle et de développer les vraies originalités.


BERGSON
Les deux sources de la morale et de la religion, 1932.

Pour expliquer ce texte ce texte, vous répondrez aux questions suivantes, qui sont destinées principalement à guider votre rédaction. Elles ne sont pas indépendantes les unes des autres et demandent que le texte soit d’abord étudié dans son ensemble.

1. Dégagerlathèsedutexteetmontrercommentelleestétablie.
2. Expliquer:

a) « On accuse d’abord le machinisme de réduire l’ouvrier à l’état de machine, ensuite d’aboutir à une uniformité de production qui choque le sens artistique » ;

b) « prétendus amusements qu’un industrialisme mal dirigé a mis à la portée de tous » ;

c) « pousser plus loin la culture intellectuelle et de développer les vraies originalités. ».

3. La mécanisation du travail favorise-t-elle le développement de l’esprit?"
2015,ES,MÉTROPOLE,REMPLACEMENT,"«Il s'en faut bien que les faits décrits dans l'histoire soient la peinture exacte des mêmes faits tels qu'ils sont arrivés : ils changent de forme dans la tête de l'historien, ils se moulent sur ses intérêts, ils prennent la teinte de ses préjugés. Qui est-ce qui sait mettre exactement le lecteur au lieu de la scène pour voir un événement tel qu'il s'est passé ? L'ignorance ou la partialité déguise tout. Sans altérer même un trait historique, en étendant ou resserrant des circonstances qui s'y rapportent, que de faces différentes on peut lui donner ! Mettez un même objet à divers points de vue, à peine paraîtra-t-il le même, et pourtant rien n'aura changé que l'œil du spectateur. Suffit-il, pour l'honneur de la vérité, de me dire un fait véritable en me le faisant voir tout autrement qu'il n'est arrivé ? Combien de fois un arbre de plus ou de moins, un rocher à droite ou à gauche, un tourbillon de poussière élevé par le vent ont décidé de l'événement d'un combat sans que personne s'en soit aperçu ! Cela empêche-t-il que l'historien ne vous dise la cause de la défaite ou de la victoire avec autant d'assurance que s'il eût été partout ? Or que m'importent les faits en eux-mêmes, quand la raison m'en reste inconnue ? et quelles leçons puis-je tirer d'un événement dont j'ignore la vraie cause ? L'historien m'en donne une, mais il la controuve1; et la critique elle-même, dont on fait tant de bruit, n'est qu'un art de conjecturer, l'art de choisir entre plusieurs mensonges celui qui ressemble le mieux à la vérité».

Jean-Jacques
ROUSSEAU
Emile ou De l'Éducation (1762)

(1) controuver: inventer faussement."
2015,L,MÉTROPOLE,REMPLACEMENT,"Les questions de ""valeurs"" (c’est-à-dire celles qui concernent ce qui est bon ou mauvais en soi, indépendamment des conséquences) sont en dehors du domaine de la science, comme les défenseurs de la religion l’affirment avec énergie. Je pense qu’ils ont raison sur ce point, mais j’en tire une conclusion supplémentaire, qu’eux ne tirent pas : à savoir que les questions de ""valeurs"" sont entièrement en dehors du domaine de la connaissance. Autrement dit, quand nous affirmons que telle ou telle chose a de la ""valeur"", nous exprimons nos propres émotions, et non un fait qui resterait vrai si nos sentiments personnels étaient différents. Pour mieux le comprendre, il nous faut analyser la notion du Bien.

Il est évident, pour commencer, que toute l’idée du bien et du mal est en relation avec le désir. Au premier abord, ce que nous désirons tous est «bon», et ce que nous redoutons tous est ""mauvais"". Si nos désirs à tous concordaient, on pourrait en rester là ; mais malheureusement nos désirs s’opposent mutuellement. Si je dis:«Ce que je veux est bon», mon voisin dira:""Non, ce que je veux, moi"". La morale est une tentative (infructueuse, à mon avis) pour échapper à cette subjectivité. (...) Chacun tente d’enrôler des alliés, en montrant que ses propres désirs sont en harmonie avec les leurs. Quand c’est visiblement impossible, comme dans le cas d’un cambrioleur, l’individu est condamné par l’opinion publique, et son statut moral est celui du pécheur1.

La morale est donc étroitement liée à la politique : elle est une tentative pour imposer à des individus les désirs collectifs d’un groupe ; ou, inversement, elle est une tentative faite par un individu pour que ses désirs deviennent ceux de son groupe.


RUSSELL
Science et religion, 1935.

1 pécheur : celui qui commet une faute"
2015,S,MÉTROPOLE,REMPLACEMENT,"Il est inconcevable que je sois libre dans certaines de mes actions et déterminé dans d’autres: que serait cette liberté oisive qui laisse jouer les déterminismes ? Si l'on suppose qu'elle s'abolit quand elle n'agit pas, d'où renaîtra-t-elle ? Si par impossible j'avais pu me faire chose, comment dans la suite me referais-je conscience ? Si, une seule fois, je suis libre, c'est que je ne compte pas au nombre des choses, et il faut que je le sois sans cesse. Si mes actions une seule fois cessent d'être miennes, elles ne le redeviendront jamais, si je perds ma prise sur le monde, je ne la retrouverai pas. Il est inconcevable aussi que ma liberté puisse être atténuée; on ne saurait être un peu libre, et si, comme on dit souvent, des motifs m'inclinent dans un sens, c'est de deux choses l'une: ou bien ils ont la force de me faire agir, et alors il n'y a pas de liberté, ou bien ils ne l'ont pas, et alors elle est entière, aussi grande dans les pires tortures que dans la paix de ma maison. Nous devrions donc renoncer non seulement à l'idée de causalité, mais encore à celle de motivation. Le prétendu motif ne pèse pas sur ma décision, c'est au contraire ma décision qui lui prête sa force.

MERLEAU-PONTY
Phénoménologie de la perception, 1945."
2015,TECHN.,MÉTROPOLE,REMPLACEMENT,"L’intellect, simple instrument de la volonté, en diffère autant que le marteau diffère du forgeron. Une conversation où l’intellect seul participe reste froide. Il semble presque que nous-mêmes n’y soyons pas. Elle ne nous compromet pas non plus, tout au plus risquons-nous de nous ridiculiser. Mais dès que la volonté entre en jeu, notre personne tout entière se trouve intéressée : nous nous échauffons, quelquefois même au-delà de toute mesure. C’est toujours à la volonté que l’on attribue l’ardeur et la flamme ; on dit au contraire la froide raison, ou encore examiner froidement une chose, ce qui signifie penser sans le secours de la volonté. Essayer de renverser les termes de ce rapport et considérer la volonté comme l’instrument de l’intellect, c’est vouloir faire du forgeron l’instrument du marteau.
Quand dans une discussion avec un adversaire nous ne croyons avoir affaire qu’à son intellect, que nous lui opposons raisons et arguments en nombre et nous donnons toute la peine imaginable pour le convaincre, rien n’est aussi exaspérant que de reconnaître, à bout de patience, qu’il ne veut pas comprendre, qu’on avait eu affaire à sa volonté, que cette volonté, se retranchant derrière une prétendue impossibilité pour sa propre raison de voir clair dans les arguments de la nôtre, s’était systématiquement fermée à la vérité.


SCHOPENHAUER
Le monde comme volonté et comme représentation (1819)

Pour expliquer ce texte ce texte, vous répondrez aux questions suivantes, qui sont destinées principalement à guider votre rédaction. Elles ne sont pas indépendantes les unes des autres et demandent que le texte soit d’abord étudié dans son ensemble.

1. Dégagez l’idée principale du texte et la manière dont elle est établie. 2. Expliquez :

a) « l’intellect, simple instrument de la volonté, en diffère autant que le marteau diffère du forgeron » ;

b) « nous ne croyons avoir affaire qu’à son intellect ».

3. Suffit-il d’avoir raison pour convaincre?"
2015,TMD,MÉTROPOLE,REMPLACEMENT,"Un système quelconque de société, qu’il soit fait pour une poignée d’hommes ou pour plusieurs millions, a pour objet définitif de diriger vers un but général d’activité toutes les forces particulières. Car, il n’y a société que là où s’exerce une action générale et combinée. Dans toute autre hypothèse, il y a seulement agglomération d’un certain nombre d’individus sur un même sol. C’est là ce qui distingue la société humaine de celle des autres animaux qui vivent en troupes.
Il suit de cette considération que la détermination nette et précise du but d’activité est la première condition et la plus importante d’un véritable ordre social, puisqu’elle fixe le sens dans lequel tout le système doit être conçu.
D’un autre côté, il n’y a que deux buts d’activité possibles pour une société, quelque nombreuse qu’elle soit, comme pour un individu isolé. Ce sont l’action violente sur le reste de l’espèce humaine, ou la conquête, et l’action sur la nature pour la modifier à l’avantage de l’homme, ou la production. Toute société qui ne serait pas nettement organisée pour l’un ou pour l’autre de ces buts ne serait qu’une association bâtarde et sans caractère.

Auguste
COMTE
Plan des travaux scientifiques pour réorganiser la société, 1822.

Pour expliquer ce texte ce texte, vous répondrez aux questions suivantes, qui sont destinées principalement à guider votre rédaction. Elles ne sont pas indépendantes les unes des autres et demandent que le texte soit d’abord étudié dans son ensemble.

1. Dégager la thèse du texte et montrer comment elle est établie.

2. Expliquer :

a. « il n’y a société que là où s’exerce une action générale et combinée » ;
b. « la détermination nette et précise du but d’activité est la première condition et

la plus importante d’un véritable ordre social » ;

c. « il n’y a que deux buts d’activité possibles pour une société. [...] Ce sont l’action violente sur le reste de l’espèce humaine, ou la conquête, et l’action sur la nature pour la modifier à l’avantage de l’homme, ou la production. ».

3. Toute société s’organise-t-elle autour d’un but général ?"
2015,ES,NOUVELLE-CALÉDONIE,NORMALE,"Communément l’on n’entend pas par loi autre chose qu’un commandement, que les hommes peuvent également exécuter ou négliger, attendu qu’il astreint la puissance de l’homme dans des limites déterminées au-delà desquelles cette puissance s’étend, et ne commande rien qui ne dépasse ses forces ; il semble donc que l’on doive définir la loi plus particulièrement comme une règle de vie que l’homme s’impose à lui-même ou impose à d’autres pour une fin quelconque. Toutefois, comme la vraie fin des lois n’apparaît d’ordinaire qu’à un petit nombre et que la plupart des hommes sont à peu près incapables de la percevoir, leur vie n’étant d’ailleurs rien moins que conforme à la Raison, les législateurs ont sagement institué une autre fin bien différente de celle qui suit nécessairement de la nature des lois ; ils promettent aux défenseurs des lois ce que le vulgaire aime le plus, tandis qu’ils menacent leurs violateurs de ce qu’il redoute le plus. Ils se sont ainsi efforcés de contenir le vulgaire dans la mesure où il est possible de le faire, comme on contient un cheval à l’aide d’un frein. De là cette conséquence qu’on a surtout tenu pour loi une règle de vie prescrite aux hommes par le commandement d’autres hommes, si bien que, suivant le langage courant, ceux qui obéissent aux lois, vivent sous l’empire de la loi et qu’ils semblent être asservis. Il est très vrai que celui qui rend à chacun le sien par crainte du gibet (1), agit par le commandement d’autrui et est contraint par le mal qu’il redoute ; on ne peut dire qu’il soit juste ; mais celui qui rend à chacun le sien parce qu’il connaît la vraie raison des lois et leur nécessité, agit en constant accord avec lui-même et par son propre décret, non par le décret d’autrui ; il mérite donc d’être appelé juste.


SPINOZA
Traité théologico-politique, 1670.

1 Gibet : instrument de supplice pour les condamnés à la pendaison."
2015,L,NOUVELLE-CALÉDONIE,NORMALE,"Je vois, par exemple, que 2 et 2 font 4, et qu’il faut préférer son ami à son chien, et je suis certain qu’il n’y a point d’homme au monde qui ne le puisse voir aussi bien que moi. Or, je ne vois point ces vérités dans l’esprit des autres, comme les autres ne les voient point dans le mien. Il est donc nécessaire qu’il y ait une raison universelle qui m’éclaire et tout ce qu’il y a d’intelligence1. Car si la raison que je consulte n’était pas la même qui répond aux Chinois, il est évident que je ne pourrais pas être aussi assuré que je le suis que les Chinois voient les mêmes vérités que je vois. Ainsi la raison que nous consultons quand nous rentrons en nous-mêmes est une raison universelle. Je dis quand nous rentrons en nous-mêmes, car je ne parle pas ici de la raison que suit un homme passionné. Lorsqu’un homme préfère la vie de son cheval à celle de son cocher, il a ses raisons, mais ce sont des raisons particulières dont tout homme raisonnable a horreur. Ce sont des raisons qui dans le fond ne sont pas raisonnables, parce qu’elles ne sont pas conformes à la souveraine raison, ou à la raison universelle que tous les hommes consultent.

MALEBRANCHE
De la Recherche de la vérité, 1675.

1) qui m’éclaire et qui éclaire toutes les intelligences"
